1645693910,2.036,0.281,97.659,0.023,0,6520.614,107545.966,0,0,0.062,1.542,5491429376,17587281920,972783616,8643719168,1709.690,4226.088,4,0,3.513,0.460,0.530,0.620,10223616,2137255936,12.258,12.245,12.231,0.202,8.151,2661,12672,142409,0,0,1,69,7,1,76,0,1167,41,10,0,0,39,20,0,3,1,10,2,83,854,67,787,0.003,449.713,724.926,725.657,4.687,0,0,0.001,0,363270,1693,3925335,31456,23593519693,4000.062,18.745,8.557,0.413,11,0.110,1,0,0,2,0,0,0,0,0,0,0,0,20456987,154262063,4419943,12035401,15764084,7609869,398747274,0.981,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693911,27.445,3.122,68.940,0.493,0,0,4259840,2862,4788,0,0,5662121984,17530060800,972861440,8530169856,6203,32853,9,0,35,0.460,0.530,0.620,10223616,2137255936,7,0,11,0,288,2661,12736,142493,0,0,1,69,7,1,76,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,60815,58916,44427,0,0,0,0,0,363270,1693,3911244,31456,23469402701,-124116992,469,16,621,25,0.250,13,0,0,5,0,0,0,0,0,0,0,0,55,2,4419943,12035401,15764266,-12575,-23702585,0.999,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693912,29.614,16.652,53.562,0.172,0,0,42475520,2092,2255,0,0,5706977280,17418862592,972861440,8596344832,18356,491825,6,0,7,0.460,0.530,0.620,10223616,2137255936,4,0,4,0,7957,2661,12800,142493,0,0,1,69,7,1,76,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,27679,72222,46188,0,0,0,0,0,363270,1693,3885082,31456,23475694157,6291456,40000,0,0,25,0.250,13,0,0,5,0,0,0,0,0,0,0,0,72,6,4419943,12035401,15765076,664,43476,0.985,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693913,22.375,16.954,60.413,0.258,0,0,42647552,2598,2536,0,0,5722341376,17342611456,972861440,8657227776,17824,446135,2,0,8,1.460,0.740,0.690,10223616,2137255936,0,5,13,0,8052,2661,12800,142495,0,0,1,69,7,1,76,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,14906,59965,40964,0,0,0,0,0,363270,1693,3866014,31456,23482722893,7028736,46005,0,0,25,0.250,1,0,0,5,0,0,0,0,0,0,0,0,60,6,4419943,12035401,15765926,496,49214,0.990,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693914,14.110,6.399,79.409,0.082,0,0,56487936,2020,1825,0,0,5731569664,17303502848,972861440,8686571520,16967,9538,3,0,8,1.460,0.740,0.690,10223616,2137255936,0,9,0,0,12084,2661,12768,142495,0,0,1,70,7,1,77,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,10412,27336,19027,0,0,0,0,0,363270,1693,3857339,31456,23488072269,5349376,15000,0,0,25,0.250,2,0,0,5,0,0,0,0,0,0,0,0,23,6,4419943,12035401,15766579,653,107096,0.994,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693915,12.837,6.214,80.703,0.245,0,0,56336384,2686,2536,0,0,5743247360,17263144960,972861440,8715632640,17073,9825,0,1,7,1.460,0.740,0.690,10223616,2137255936,4,4,8,0,12107,2661,12768,142496,0,0,1,70,7,1,77,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,12154,29792,19933,0,0,0,0,0,363270,1693,3846781,31456,23493421645,5349376,8000,0,0,25,0.250,2,0,0,5,0,0,0,0,0,0,0,0,16,6,4419943,12035401,15767244,347,57454,0.994,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693916,18.013,6.058,75.606,0.323,0,0,58355712,2026,2040,0,0,5820833792,17155887104,972869632,8745414656,17455,9919,2,0,8,1.460,0.740,0.690,10223616,2137255936,3,4,8,0,12372,2661,12768,142496,0,0,1,70,7,1,77,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,35526,52600,26624,0,0,0,0,0,363270,1693,3820929,31456,23498934861,5513216,16000,0,0,25,0.250,2,0,0,5,0,0,0,0,0,0,0,0,22,4,4419943,12035401,15767781,695,114028,0.994,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693917,11.603,6.761,81.386,0.250,0,0,60772352,2649,2321,0,0,5854007296,17093599232,972869632,8774418432,17952,10516,3,0,7,1.460,0.740,0.690,10223616,2137255936,11,8,0,0,13162,2661,12800,142496,0,0,1,70,7,1,77,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,16291,35491,19895,0,0,0,0,0,363270,1693,3805818,31456,23504267853,5332992,15051,25,1,25,0.250,1,0,0,5,0,0,2,0,0,2,0,0,35,8,4419943,12035401,15768563,650,111398,0.994,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693918,11.157,6.661,81.848,0.333,0,0,62902272,2032,2255,0,0,5854371840,17064259584,972869632,8803340288,18458,12163,3,0,7,1.590,0.770,0.700,10223616,2137255936,5,3,4,0,13678,2661,12832,142496,0,0,1,70,7,1,77,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,7627,27396,20413,0,0,0,0,0,363270,1693,3798700,31456,23509568077,5300224,15000,0,0,25,0.250,2,0,0,5,0,0,0,0,0,0,0,0,23,6,4419943,12035401,15769211,651,107062,0.994,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693919,9.933,6.761,82.972,0.334,0,0,63045632,2356,2548,0,0,5857366016,17032609792,972869632,8832000000,18515,12103,3,0,7,1.590,0.770,0.700,10223616,2137255936,4,4,8,0,13713,2661,12832,142495,0,0,1,70,7,1,77,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,8073,28134,20354,0,0,0,0,0,363270,1693,3790955,31456,23514860109,5292032,16000,0,0,25,0.250,2,0,0,5,0,0,0,0,0,0,0,0,24,6,4419943,12035401,15769854,695,114150,0.994,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693920,10.667,6.417,82.583,0.333,0,0,61890560,2084,2580,0,0,5860413440,17001115648,972869632,8860364800,18181,12303,2,0,7,1.590,0.770,0.700,10223616,2137255936,0,0,6,0,13424,2661,12832,142495,0,0,1,70,7,1,77,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,7600,26709,19803,0,0,0,0,0,363270,1693,3783591,31456,23520152141,5292032,14000,0,0,25,0.250,2,0,0,5,0,0,0,0,0,0,0,0,22,6,4419943,12035401,15770491,609,99975,0.994,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693921,11.564,3.993,84.359,0.083,0,0,32927744,2406,2106,0,0,5858357248,16990437376,972873728,8873213952,12210,13559,3,0,7,1.590,0.770,0.700,10223616,2137255936,8,12,0,0,7289,2661,12832,142498,0,0,1,70,7,1,77,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,7114,16494,13145,0,0,0,0,0,363270,1693,3780957,31456,23522765389,2613248,5010,0,0,25,0.250,2,0,0,5,0,0,0,0,0,0,0,0,14,6,4419943,12035401,15770841,221,805184,1.000,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
1645693922,12.253,3.947,83.717,0.082,0,0,34897920,2084,1825,0,0,5859704832,16974884864,972873728,8887517184,12487,13093,2,0,7,1.590,0.770,0.700,10223616,2137255936,11,4,0,0,7676,2661,12832,142497,0,0,1,70,7,1,77,0,1197,55,10,0,0,39,48,0,3,1,10,2,83,855,67,788,0,7012,16715,13147,0,0,0,0,0,363270,1693,3776931,31456,23525599821,2834432,7000,0,0,25,0.250,2,0,0,5,0,0,0,0,0,0,0,0,15,6,4419943,12035401,15771179,301,2603929,1.000,16384,4096,200,100,-1,1024,3,65536,300,1024,0.500,0,16777216,
